DeliveryName	InstallName	FileCheckSum	FileFeature	FileOwner
<deliverydir>/build/linux/gdb-sgx-plugin/gdb_sgx_cmd	<installdir>/package/lib64/gdb-sgx-plugin/gdb_sgx_cmd	0	main	STP
<deliverydir>/build/linux/gdb-sgx-plugin/gdb_sgx_plugin.py	<installdir>/package/lib64/gdb-sgx-plugin/gdb_sgx_plugin.py	0	main	STP
<deliverydir>/build/linux/gdb-sgx-plugin/load_symbol_cmd.py	<installdir>/package/lib64/gdb-sgx-plugin/load_symbol_cmd.py	0	main	STP
<deliverydir>/build/linux/gdb-sgx-plugin/readelf.py	<installdir>/package/lib64/gdb-sgx-plugin/readelf.py	0	main	STP
<deliverydir>/build/linux/gdb-sgx-plugin/sgx_emmt.py	<installdir>/package/lib64/gdb-sgx-plugin/sgx_emmt.py	0	main	STP
<deliverydir>/build/linux/libsgx_ptrace.so	<installdir>/package/lib64/libsgx_ptrace.so	0	main	STP
<deliverydir>/build/linux/libsgx_tcrypto.a	<installdir>/package/lib64/libsgx_tcrypto.a	0	main	STP
<deliverydir>/build/linux/libsgx_tkey_exchange.a	<installdir>/package/lib64/libsgx_tkey_exchange.a	0	main	STP
<deliverydir>/build/linux/libsgx_trts.a	<installdir>/package/lib64/libsgx_trts.a	0	main	STP
<deliverydir>/build/linux/libsgx_trts_sim.a	<installdir>/package/lib64/libsgx_trts_sim.a	0	main	STP
<deliverydir>/build/linux/libsgx_tservice.a	<installdir>/package/lib64/libsgx_tservice.a	0	main	STP
<deliverydir>/build/linux/libsgx_tservice_sim.a	<installdir>/package/lib64/libsgx_tservice_sim.a	0	main	STP
<deliverydir>/build/linux/libsgx_tstdc.a	<installdir>/package/lib64/libsgx_tstdc.a	0	main	STP
<deliverydir>/build/linux/libsgx_tstdcxx.a	<installdir>/package/lib64/libsgx_tstdcxx.a	0	main	STP
<deliverydir>/build/linux/libsgx_tcxx.a	<installdir>/package/lib64/libsgx_tcxx.a	0	main	STP
<deliverydir>/build/linux/libsgx_tcmalloc.a	<installdir>/package/lib64/libsgx_tcmalloc.a	0	main	STP
<deliverydir>/build/linux/libsgx_uae_service_deploy.so	<installdir>/package/lib64/libsgx_uae_service.so	0	main	STP
<deliverydir>/build/linux/libsgx_uae_service_sim.so	<installdir>/package/lib64/libsgx_uae_service_sim.so	0	main	STP
<deliverydir>/build/linux/libsgx_ukey_exchange.a	<installdir>/package/lib64/libsgx_ukey_exchange.a	0	main	STP
<deliverydir>/build/linux/libsgx_capable.a	<installdir>/package/lib64/libsgx_capable.a	0	main	STP
<deliverydir>/build/linux/libsgx_capable.so	<installdir>/package/lib64/libsgx_capable.so	0	main	STP
<deliverydir>/build/linux/libsgx_uprotected_fs.a	<installdir>/package/lib64/libsgx_uprotected_fs.a	0	main	STP
<deliverydir>/build/linux/libsgx_tprotected_fs.a	<installdir>/package/lib64/libsgx_tprotected_fs.a	0	main	STP
<deliverydir>/build/linux/libsgx_urts_deploy.so	<installdir>/package/lib64/libsgx_urts.so	0	main	STP
<deliverydir>/build/linux/libsgx_urts_sim.so	<installdir>/package/lib64/libsgx_urts_sim.so	0	main	STP
<deliverydir>/build/linux/STLport_Changes_SGX.txt	<installdir>/package/lib64/STLport_Changes_SGX.txt	0	main	STP
<deliverydir>/build/linux/libc++_Changes_SGX.txt	<installdir>/package/lib64/libc++_Changes_SGX.txt	0	main	STP
<deliverydir>/build/linux/sgx_config_cpusvn	<installdir>/package/bin/x64/sgx_config_cpusvn	0	main	STP
<deliverydir>/build/linux/sgx_edger8r	<installdir>/package/bin/x64/sgx_edger8r	0	main	STP
<deliverydir>/build/linux/sgx_sign	<installdir>/package/bin/x64/sgx_sign	0	main	STP
<deliverydir>/linux/installer/common/sdk/installConfig.x64	<installdir>/scripts/installConfig	0	main	STP
<deliverydir>/linux/installer/common/sdk/pkgconfig/x64/libsgx_uae_service_sim.pc	<installdir>/package/pkgconfig/libsgx_uae_service_sim.pc	0	main	STP
<deliverydir>/linux/installer/common/sdk/pkgconfig/x64/libsgx_urts_sim.pc	<installdir>/package/pkgconfig/libsgx_urts_sim.pc	0	main	STP
<deliverydir>/linux/installer/common/sdk/pkgconfig/x64/libsgx_uae_service.pc	<installdir>/package/pkgconfig/libsgx_uae_service.pc	0	main	STP
<deliverydir>/linux/installer/common/sdk/pkgconfig/x64/libsgx_urts.pc	<installdir>/package/pkgconfig/libsgx_urts.pc	0	main	STP
